address,price,type,no_bed,no_bath,agent,url,garden,parking,new_home,postcode
"The Launde, Hall Green, Birmingham, West Midlands, B28 0XP",300000,Semi-Detached,4,2,"Pattinson Estate Agents, Auction",https://www.rightmove.co.uk/properties/87044811#/?channel=RES_BUY,True,True,False,B28 0XP
"The Link, Birmingham, B27",249000,Semi-Detached,3,1,"Purplebricks, covering Birmingham",https://www.rightmove.co.uk/properties/145504793#/?channel=RES_BUY,True,True,False,B27
"Thirlmere Drive, BIRMINGHAM",125000,Maisonette,2,1,"Connells, Kings Heath",https://www.rightmove.co.uk/properties/153847016#/?channel=RES_BUY,True,False,False,
"Thorpe Court, Solihull",199950,Apartment,2,1,"Aston Bradley Surveyors Ltd, Birmingham",https://www.rightmove.co.uk/properties/151671560#/?channel=RES_BUY,False,True,False,
"Tibland Road, Acocks Green",215000,End of Terrace,3,1,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/153224486#/?channel=RES_BUY,True,True,False,
"Tidworth Croft, Birmingham, West Midlands, B14",200000,Terraced,3,1,"Dixons, Kings Heath",https://www.rightmove.co.uk/properties/152298317#/?channel=RES_BUY,False,False,False,B14
"Tixall Road, Hall Green",375000,Detached,3,1,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/150109277#/?channel=RES_BUY,True,True,False,
"Trinity Court, Moseley",200000,Apartment,2,2,"Rice Chamberlains LLP, Moseley",https://www.rightmove.co.uk/properties/153712187#/?channel=RES_BUY,True,True,False,
"Trinity Court, Moseley",215000,Apartment,2,1,"Rice Chamberlains LLP, Moseley",https://www.rightmove.co.uk/properties/153242372#/?channel=RES_BUY,True,True,False,
"Trinity Way, Shirley, B90",300000,Terraced,3,2,"Xact Homes, Solihull",https://www.rightmove.co.uk/properties/153035135#/?channel=RES_BUY,True,True,False,B90
"Ufton Crescent, Shirley, Solihull, B90 3RX",460000,Semi-Detached,3,1,"Black & Golds Estate Agents, Solihull",https://www.rightmove.co.uk/properties/151888817#/?channel=RES_BUY,True,True,False,B90 3RX
"Ulverley Green Road, Solihull, B92 8BQ",550000,Detached Bungalow,3,2,"Black & Golds Estate Agents, Solihull",https://www.rightmove.co.uk/properties/152441357#/?channel=RES_BUY,True,True,False,B92 8BQ
"Ulverley Green Road, Solihull, West Midlands, B92",325000,Semi-Detached,3,1,"Dixons, Solihull",https://www.rightmove.co.uk/properties/154475267#/?channel=RES_BUY,True,True,False,B92
"Velsheda Road, Shirley, Solihull",375000,Semi-Detached,4,2,"Burchell Edwards, Shirley",https://www.rightmove.co.uk/properties/153744233#/?channel=RES_BUY,True,True,False,
"Velsheda Road, Shirley, Solihull",375000,Semi-Detached,4,2,"Manny Klarico, Hall Green",https://www.rightmove.co.uk/properties/142245860#/?channel=RES_BUY,True,True,False,
"Velsheda Road, Shirley, Solihull, West Midlands, B90",350000,Semi-Detached,3,1,"A P Morgan, Shirley",https://www.rightmove.co.uk/properties/151436162#/?channel=RES_BUY,True,True,False,B90
"Victoria Crescent, Shirley, Solihull",210000,Apartment,2,1,"HS Homes of Solihull, Solihull",https://www.rightmove.co.uk/properties/148703843#/?channel=RES_BUY,True,True,False,
"Victorian Townhouse, Prospect Road, Moseley",780000,End of Terrace,5,2,"Rice Chamberlains LLP, Moseley",https://www.rightmove.co.uk/properties/152172494#/?channel=RES_BUY,True,False,False,
"Vimy Road, Billesley, Birmingham, West Midlands, B13",295000,Semi-Detached,3,2,"Robert Oulsnam & Company, Kings Heath",https://www.rightmove.co.uk/properties/149155781#/?channel=RES_BUY,True,True,False,B13
"Vine Lane, Acocks Green",155000,Apartment,2,2,"Encasa, Olton",https://www.rightmove.co.uk/properties/154050197#/?channel=RES_BUY,False,True,False,
"Wadleys Road, Solihull, B91",650000,Detached,4,2,"Tyron Ash International Real Estate, London",https://www.rightmove.co.uk/properties/149738804#/?channel=RES_BUY,True,True,False,B91
"Wake Green Park, Birmingham",140000,Flat,2,1,"Oakmans Estate Agents, Shirley",https://www.rightmove.co.uk/properties/148502057#/?channel=RES_BUY,False,True,False,
"Wake Green Park, Birmingham",70000,Flat,1,1,"Shipways, Harborne",https://www.rightmove.co.uk/properties/150145280#/?channel=RES_BUY,True,False,False,
"Wake Green Park, Birmingham",70000,Flat,1,1,"Connells, Kings Heath",https://www.rightmove.co.uk/properties/150787394#/?channel=RES_BUY,False,True,False,
"Wake Green Park, Birmingham, B13",110000,Ground Flat,1,1,"Purplebricks, covering Birmingham",https://www.rightmove.co.uk/properties/143628281#/?channel=RES_BUY,True,True,False,B13
"Wake Green Park, Moseley, Birmingham",100000,Apartment,1,1,"Shipways, Redditch",https://www.rightmove.co.uk/properties/146786270#/?channel=RES_BUY,False,True,False,
"Wake Green Road, Birmingham, West Midlands, B13",450000,Semi-Detached,4,1,"Dixons, Moseley",https://www.rightmove.co.uk/properties/142866311#/?channel=RES_BUY,True,True,False,B13
"Wake Green Road, Moseley",999950,Detached,5,1,"Manny Klarico, Hall Green",https://www.rightmove.co.uk/properties/145319570#/?channel=RES_BUY,True,True,False,
"Wake Green Road, Moseley, Birmingham, B13",199950,Apartment,2,2,"Robert Oulsnam & Company, Moseley",https://www.rightmove.co.uk/properties/149031260#/?channel=RES_BUY,False,True,False,B13
"Wake Green Road, Moseley, West Midlands B13 9UZ",1000000,Detached,7,7,"Fine & Country, Birmingham",https://www.rightmove.co.uk/properties/152447750#/?channel=RES_BUY,True,True,False,B13 9UZ
"Warwick Court, 35 Wake Green Road, Moseley, Birmingham, B13",145000,Apartment,2,1,"Robert Oulsnam & Company, Moseley",https://www.rightmove.co.uk/properties/152540120#/?channel=RES_BUY,False,True,False,B13
"Warwick Gardens, Birmingham, West Midlands, B28",330000,Semi-Detached,3,2,"A P Morgan, Shirley",https://www.rightmove.co.uk/properties/153015758#/?channel=RES_BUY,True,True,False,B28
"Warwick Gardens, Hall Green, B28",420000,Detached,4,2,"Martin & Co, Harborne",https://www.rightmove.co.uk/properties/151142090#/?channel=RES_BUY,True,True,False,B28
"Warwick Park Court,  Warwick Road",265000,Apartment,2,2,"Encasa, Olton",https://www.rightmove.co.uk/properties/153718550#/?channel=RES_BUY,False,True,False,
"Warwick Park Court, Warwick Road, Solihull",120000,Apartment,1,1,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/151407716#/?channel=RES_BUY,False,True,False,
"Warwick Road, Acocks Green",285000,Semi-Detached,3,1,"Manny Klarico, Hall Green",https://www.rightmove.co.uk/properties/150873521#/?channel=RES_BUY,True,True,False,
"Warwick Road, Acocks Green",85000,Flat,1,1,"Archer Bassett, Coventry",https://www.rightmove.co.uk/properties/144985526#/?channel=RES_BUY,False,True,False,
"Warwick Road, Acocks Green",94950,Flat,1,1,"Archer Bassett, Coventry",https://www.rightmove.co.uk/properties/152855876#/?channel=RES_BUY,False,True,False,
"Warwick Road, Birmingham, B11",170000,Terraced,2,1,"Purplebricks, covering Birmingham",https://www.rightmove.co.uk/properties/151659047#/?channel=RES_BUY,True,False,False,B11
"Warwick Road, Birmingham, B11",260000,Terraced,1,1,not_specified,https://www.rightmove.co.uk/properties/151099451#/?channel=RES_BUY,False,True,False,B11
"Warwick Road, Solihull",175000,Apartment,2,1,"Burchell Edwards, Solihull",https://www.rightmove.co.uk/properties/142036115#/?channel=RES_BUY,False,True,False,
"Warwick Road, Solihull",185000,Apartment,2,1,"Burchell Edwards, Solihull",https://www.rightmove.co.uk/properties/151083473#/?channel=RES_BUY,True,True,False,
"Warwick Road, Solihull, B92",125000,Apartment,1,1,"Ferndown Estates, Marston Green",https://www.rightmove.co.uk/properties/148649465#/?channel=RES_BUY,False,True,False,B92
"Warwick Road, Solihull, B92",180000,Apartment,2,1,"Xact Homes, Solihull",https://www.rightmove.co.uk/properties/150429272#/?channel=RES_BUY,False,True,False,B92
"Warwick Road, Solihull, West Midlands, B92",180000,Flat,2,1,"Dixons, Solihull",https://www.rightmove.co.uk/properties/153702038#/?channel=RES_BUY,False,True,False,B92
"Warwick Road, Solihull, West Midlands, B92",200000,Bungalow,2,1,"Dixons, Solihull",https://www.rightmove.co.uk/properties/154012946#/?channel=RES_BUY,True,True,False,B92
"Warwick Road, Solihull, West Midlands, B92 7JJ",65000,Flat,1,1,"Pattinson Estate Agents, Auction",https://www.rightmove.co.uk/properties/87045546#/?channel=RES_BUY,False,True,False,B92 7JJ
"Warwick Road, Tyseley, Birmingham",325000,House,3,2,"Hunters, Solihull",https://www.rightmove.co.uk/properties/145259471#/?channel=RES_BUY,False,True,False,
"Warwick Road, Tyseley, Birmingham",350000,Terraced,6,2,"Burchell Edwards, Shirley",https://www.rightmove.co.uk/properties/153372842#/?channel=RES_BUY,True,True,False,
"Warwick Road, Tyseley, Birmingham",350000,Terraced,6,4,"Shipways, Shirley",https://www.rightmove.co.uk/properties/153115970#/?channel=RES_BUY,True,False,False,
"Waterway Court, Birmingham",139950,Apartment,2,1,"Earles, Alcester",https://www.rightmove.co.uk/properties/152295341#/?channel=RES_BUY,True,True,False,
"Watwood Road, Birmingham",450000,Semi-Detached,4,2,"Oakmans Estate Agents, Shirley",https://www.rightmove.co.uk/properties/154237100#/?channel=RES_BUY,True,True,False,
"Watwood Road, Shirley",320000,Semi-Detached,3,1,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/154388357#/?channel=RES_BUY,True,True,False,
"Webb Lane, Hall Green",370000,Semi-Detached,3,1,"Rice Chamberlains LLP, Moseley",https://www.rightmove.co.uk/properties/154219634#/?channel=RES_BUY,True,True,False,
"Welby Road, Birmingham",350000,Semi-Detached,4,3,"Oakmans Estate Agents, Shirley",https://www.rightmove.co.uk/properties/153382088#/?channel=RES_BUY,True,True,False,
"Welby Road, Hall Green",165000,Apartment,2,1,"Manny Klarico, Hall Green",https://www.rightmove.co.uk/properties/150010820#/?channel=RES_BUY,False,True,False,
"Welford Road, Shirley, Solihull",440000,Semi-Detached,3,1,"Melvyn Danes, Shirley",https://www.rightmove.co.uk/properties/137932403#/?channel=RES_BUY,True,True,False,
"Wellington Grove, Solihull, West Midlands, B91",530000,Semi-Detached,5,1,"A P Morgan, Shirley",https://www.rightmove.co.uk/properties/153108242#/?channel=RES_BUY,True,True,False,B91
"Westcroft Way, Birmingham, West Midlands, B14",315000,Semi-Detached,4,2,"Dixons, Kings Heath",https://www.rightmove.co.uk/properties/147220823#/?channel=RES_BUY,True,True,False,B14
"Westhill Close, Solihull",315000,Terraced,3,1,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/150734711#/?channel=RES_BUY,True,True,False,
"Westhill Close, Solihull, West Midlands, B92",475000,Link Detached House,3,1,"A P Morgan, Shirley",https://www.rightmove.co.uk/properties/152681765#/?channel=RES_BUY,True,True,False,B92
"Westlands Road, Birmingham",450000,End of Terrace,3,1,"Burchell Edwards, Shirley",https://www.rightmove.co.uk/properties/152439620#/?channel=RES_BUY,True,True,False,
"Westlands Road, Moseley, Birmingham, B13",399950,Semi-Detached,3,1,"Robert Oulsnam & Company, Moseley",https://www.rightmove.co.uk/properties/148710269#/?channel=RES_BUY,True,True,False,B13
"Westley Close, Birmingham, West Midlands, B28",585000,Detached,4,3,"Bairstow Eves, Acocks Green",https://www.rightmove.co.uk/properties/149656160#/?channel=RES_BUY,True,True,False,B28
"Weston Lane, Birmingham",220000,Terraced,3,1,"Connells, Birmingham City",https://www.rightmove.co.uk/properties/140933774#/?channel=RES_BUY,True,True,False,
"Westridge Road, Birmingham, West Midlands, B13",345000,Semi-Detached,3,1,"A P Morgan, Longbridge",https://www.rightmove.co.uk/properties/152308841#/?channel=RES_BUY,True,True,False,B13
"Wheelers Lane, Kings Heath, Birmingham",550000,Detached,3,1,"Heritage Estate Agency, Kings Heath",https://www.rightmove.co.uk/properties/153334208#/?channel=RES_BUY,True,True,False,
"Whitlock Grove, Birmingham",155000,Apartment,2,2,"Burchell Edwards, Shirley",https://www.rightmove.co.uk/properties/154453658#/?channel=RES_BUY,True,True,False,
"Whitlock Grove, Birmingham",155000,Apartment,2,2,"Connells, Kings Heath",https://www.rightmove.co.uk/properties/151262777#/?channel=RES_BUY,False,True,False,
"Wilcote Grove, Acocks Green",250000,Terraced,3,1,"Manny Klarico, Hall Green",https://www.rightmove.co.uk/properties/154029323#/?channel=RES_BUY,True,True,False,
"Willow Road, Solihull",530000,Detached,3,2,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/153729908#/?channel=RES_BUY,True,True,False,
"Windermere Road, Moseley, Birmingham, B13",280000,Terraced,2,1,"Glovers Estate Agents, Kings Heath",https://www.rightmove.co.uk/properties/152297819#/?channel=RES_BUY,True,False,False,B13
"Withybrook Road, Shirley, SOLIHULL",450000,Detached,5,1,"Connells, Kings Heath",https://www.rightmove.co.uk/properties/153744155#/?channel=RES_BUY,True,True,False,
"Withybrook Road, Shirley, Solihull",450000,Detached,5,1,"Burchell Edwards, Shirley",https://www.rightmove.co.uk/properties/146196938#/?channel=RES_BUY,True,True,False,
"Wolston Close, Shirley, Solihull, West Midlands, B90",165000,Apartment,2,1,"A P Morgan, Shirley",https://www.rightmove.co.uk/properties/151221959#/?channel=RES_BUY,False,True,False,B90
"Wolston Close, Shirley, Solihull, West Midlands, B90",385000,Semi-Detached,4,2,"Ginger, covering Solihull, Balsall Common & Coventry",https://www.rightmove.co.uk/properties/151302947#/?channel=RES_BUY,True,True,False,B90
"Wolston Close, Shirley, Solihull, West Midlands, B90",425000,Detached,4,2,"A P Morgan, Shirley",https://www.rightmove.co.uk/properties/154245227#/?channel=RES_BUY,True,True,False,B90
"Woodcock Lane North, Birmingham, West Midlands",415000,Detached,3,1,"Rouds, Solihull",https://www.rightmove.co.uk/properties/154297553#/?channel=RES_BUY,False,True,False,
"Woodfield Road, Kings Heath, Birmingham, West Midlands, B13",90000,Flat,1,1,"Dixons, Kings Heath",https://www.rightmove.co.uk/properties/152692106#/?channel=RES_BUY,False,True,False,B13
"Woodford Green Road, Birmingham, B28 8PL",300000,Semi-Detached,3,2,"Black & Golds Estate Agents, Solihull",https://www.rightmove.co.uk/properties/154420943#/?channel=RES_BUY,True,False,False,B28 8PL
"Woodlands Lane, Shirley, Solihull",475000,Detached,4,1,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/154557500#/?channel=RES_BUY,True,True,False,
"Woodlands Road, Sparkhill",600000,House,5,3,"Rice Chamberlains LLP, Moseley",https://www.rightmove.co.uk/properties/148528352#/?channel=RES_BUY,True,True,False,
"Woodlea Drive, Solihull",610000,Detached,3,1,"Ruxton Independent Estate Agents & Valuers, Solihull",https://www.rightmove.co.uk/properties/148235504#/?channel=RES_BUY,True,True,False,
"Woodlea Drive, Solihull",930000,Detached,5,4,"EB&P, Knowle",https://www.rightmove.co.uk/properties/152122094#/?channel=RES_BUY,True,True,False,
"Woodshires Road, Solihull, B92",185000,Flat,2,2,"John Shepherd, Solihull",https://www.rightmove.co.uk/properties/86647194#/?channel=RES_BUY,False,True,False,B92
"Woodshires Road, Solihull, West Midlands, B92",200000,Flat,2,1,"John Shepherd, Solihull",https://www.rightmove.co.uk/properties/148552664#/?channel=RES_BUY,False,True,False,B92
"Woodshires Road, Solihull, West Midlands, B92",235000,Flat,2,2,"Dixons, Solihull",https://www.rightmove.co.uk/properties/143519369#/?channel=RES_BUY,False,True,False,B92
"Woodside Way, Solihull",2800000,House,7,6,"The Agents Property Consultants, Henley In Arden",https://www.rightmove.co.uk/properties/148012472#/?channel=RES_BUY,True,True,False,
"Woodside Way, Solihull, B91",1395000,Detached,5,4,"Xact Homes, Solihull",https://www.rightmove.co.uk/properties/139064165#/?channel=RES_BUY,True,True,False,B91
"Woodside Way, Solihull, B91",900000,Detached Bungalow,2,2,"Xact Homes, Solihull",https://www.rightmove.co.uk/properties/152560028#/?channel=RES_BUY,True,True,False,B91
"Woodstock Road, Moseley",425000,Semi-Detached,5,1,"Rice Chamberlains LLP, Moseley",https://www.rightmove.co.uk/properties/153192875#/?channel=RES_BUY,True,True,False,
"Woodstock Road, Moseley",500000,Semi-Detached,4,2,"Rice Chamberlains LLP, Moseley",https://www.rightmove.co.uk/properties/152167388#/?channel=RES_BUY,True,True,False,
"Woodstock Road, Moseley, Birmingham, West Midlands, B13",180000,Semi-Detached,1,1,"Dixons, Moseley",https://www.rightmove.co.uk/properties/152318735#/?channel=RES_BUY,True,True,False,B13
"Wynfield Gardens, Kings Heath, Birmingham, B14",125000,Maisonette,2,1,"Glovers Estate Agents, Kings Heath",https://www.rightmove.co.uk/properties/149813522#/?channel=RES_BUY,False,True,False,B14
"Yardley Wood Road, BIRMINGHAM",300000,Semi-Detached,3,1,"Burchell Edwards, Shirley",https://www.rightmove.co.uk/properties/149956811#/?channel=RES_BUY,True,True,False,
"Yardley Wood Road, Birmingham",110000,Maisonette,1,1,"Melvyn Danes, Shirley",https://www.rightmove.co.uk/properties/151736714#/?channel=RES_BUY,False,True,False,
"Yardley Wood Road, Birmingham",225000,Semi-Detached,3,1,"Oakmans Estate Agents, Shirley",https://www.rightmove.co.uk/properties/142006055#/?channel=RES_BUY,True,True,False,
"Yardley Wood Road, Birmingham",500000,Detached,4,2,"Oakmans Estate Agents, Shirley",https://www.rightmove.co.uk/properties/153840239#/?channel=RES_BUY,False,True,False,
"Yardley Wood Road, Birmingham, West Midlands, B14",145000,Apartment,2,1,"Robert Oulsnam & Company, Kings Heath",https://www.rightmove.co.uk/properties/141831404#/?channel=RES_BUY,False,True,False,B14
"Yardley Wood Road, Moseley, Birmingham",450000,Semi-Detached,4,2,"Rice Chamberlains LLP, Moseley",https://www.rightmove.co.uk/properties/154243457#/?channel=RES_BUY,True,True,False,
"Yardley Wood Road, Moseley, Birmingham, B13",129500,Apartment,1,1,"Robert Oulsnam & Company, Moseley",https://www.rightmove.co.uk/properties/154365518#/?channel=RES_BUY,False,True,False,B13
"Yardley Wood Road, Moseley, Birmingham, B13",400000,Detached,4,3,"Robert Oulsnam & Company, Moseley",https://www.rightmove.co.uk/properties/151166042#/?channel=RES_BUY,True,True,False,B13
"Yewhurst Road, Solihull",1200000,Detached,5,3,"Smart Homes Portfolio Collection, Shirley",https://www.rightmove.co.uk/properties/150591962#/?channel=RES_BUY,True,True,False,
"Yewhurst Road, Solihull, B91",675000,Detached Bungalow,3,2,"Xact Homes, Solihull",https://www.rightmove.co.uk/properties/152992523#/?channel=RES_BUY,True,True,False,B91
"Yoxall Road, Shirley, Solihull",375000,Detached Bungalow,2,1,"Melvyn Danes, Shirley",https://www.rightmove.co.uk/properties/154172264#/?channel=RES_BUY,True,True,False,
